--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_003305.jpg | Status: detection_failed | Esperado: QJK6374 | Lido: 
Arquivo: img_003308.jpg | Status: detection_failed | Esperado: MSF6603 | Lido: 
Arquivo: img_003311.jpg | Status: ocr_failed | Esperado: MTZ8620 | Lido: 20
Arquivo: img_003327.jpg | Status: detection_failed | Esperado: PPT7096 | Lido: 
Arquivo: img_003322.jpg | Status: incorrect | Esperado: ODQ9368 | Lido: OOQ9368
Arquivo: img_003324.jpg | Status: incorrect | Esperado: MTZ3256 | Lido: MTT3256
Arquivo: img_003331.jpg | Status: detection_failed | Esperado: MOX2291 | Lido: 
Arquivo: img_003328.jpg | Status: ocr_failed | Esperado: MSE4881 | Lido: 
Arquivo: img_003340.jpg | Status: detection_failed | Esperado: PPI4116 | Lido: 
Arquivo: img_003329.jpg | Status: ocr_failed | Esperado: PPX0682 | Lido: 
Arquivo: img_003334.jpg | Status: incorrect | Esperado: ODS6881 | Lido: OOS6881
Arquivo: img_003347.jpg | Status: ocr_failed | Esperado: PPX0682 | Lido: 
Arquivo: img_003353.jpg | Status: incorrect | Esperado: ODF5761 | Lido: OQF5761
Arquivo: img_003356.jpg | Status: detection_failed | Esperado: OVE9965 | Lido: 
Arquivo: img_003366.jpg | Status: detection_failed | Esperado: MTY1273 | Lido: 
Arquivo: img_003357.jpg | Status: ocr_failed | Esperado: ODS4069 | Lido: 
Arquivo: img_003364.jpg | Status: ocr_failed | Esperado: FPT2388 | Lido: FPT238
Arquivo: img_003365.jpg | Status: ocr_failed | Esperado: PPP7505 | Lido: PPPE
Arquivo: img_003373.jpg | Status: detection_failed | Esperado: OVE8718 | Lido: 
Arquivo: img_003375.jpg | Status: detection_failed | Esperado: PPP2841 | Lido: 
Arquivo: img_003376.jpg | Status: detection_failed | Esperado: ODG6312 | Lido: 
Arquivo: img_003379.jpg | Status: detection_failed | Esperado: PPW5169 | Lido: 
Arquivo: img_003381.jpg | Status: detection_failed | Esperado: ODO1303 | Lido: 
Arquivo: img_003382.jpg | Status: detection_failed | Esperado: HDK6742 | Lido: 
Arquivo: img_003384.jpg | Status: detection_failed | Esperado: PPZ2430 | Lido: 
Arquivo: img_003374.jpg | Status: incorrect | Esperado: OAU8499 | Lido: GAU8499
Arquivo: img_003391.jpg | Status: detection_failed | Esperado: MTE0324 | Lido: 
Arquivo: img_003385.jpg | Status: ocr_failed | Esperado: MTU7718 | Lido: 
Arquivo: img_003386.jpg | Status: incorrect | Esperado: ODO0222 | Lido: IOO0Z72
Arquivo: img_003383.jpg | Status: incorrect | Esperado: QPO2337 | Lido: OPO2337
Arquivo: img_003397.jpg | Status: detection_failed | Esperado: PPF3778 | Lido: 
Arquivo: img_003396.jpg | Status: detection_failed | Esperado: EVA6236 | Lido: 
Arquivo: img_003400.jpg | Status: detection_failed | Esperado: QPY0584 | Lido: 
Arquivo: img_003398.jpg | Status: detection_failed | Esperado: PPK1316 | Lido: 
Arquivo: img_003402.jpg | Status: detection_failed | Esperado: OYJ3904 | Lido: 
Arquivo: img_003390.jpg | Status: incorrect | Esperado: ODD7312 | Lido: OOO7312
Arquivo: img_003395.jpg | Status: ocr_failed | Esperado: OYF7863 | Lido: 
Arquivo: img_003393.jpg | Status: incorrect | Esperado: MQJ5895 | Lido: MOJ5895
Arquivo: img_003394.jpg | Status: incorrect | Esperado: MQM4744 | Lido: MOM4744
Arquivo: img_003412.jpg | Status: detection_failed | Esperado: PPX4049 | Lido: 
Arquivo: img_003399.jpg | Status: ocr_failed | Esperado: OCZ8482 | Lido: OCZR482
Arquivo: img_003413.jpg | Status: detection_failed | Esperado: PPP5321 | Lido: 
Arquivo: img_003422.jpg | Status: ocr_failed | Esperado: PPW3952 | Lido: 
Arquivo: img_003424.jpg | Status: incorrect | Esperado: ODG3176 | Lido: OOG3176
Arquivo: img_003432.jpg | Status: ocr_failed | Esperado: PPC9436 | Lido: 
Arquivo: img_003445.jpg | Status: detection_failed | Esperado: EIB7543 | Lido: 
Arquivo: img_003449.jpg | Status: detection_failed | Esperado: PPU6314 | Lido: 
Arquivo: img_003451.jpg | Status: detection_failed | Esperado: PPW7569 | Lido: 
Arquivo: img_003452.jpg | Status: detection_failed | Esperado: MTU0474 | Lido: 
Arquivo: img_003444.jpg | Status: incorrect | Esperado: ODG3176 | Lido: OOG3176
Arquivo: img_003448.jpg | Status: incorrect | Esperado: ODR9834 | Lido: UOR9434
Arquivo: img_003461.jpg | Status: detection_failed | Esperado: MTT0717 | Lido: 
Arquivo: img_003457.jpg | Status: incorrect | Esperado: MSU5804 | Lido: MSU5B04
Arquivo: img_003460.jpg | Status: ocr_failed | Esperado: MQZ4551 | Lido: 
Arquivo: img_003479.jpg | Status: detection_failed | Esperado: MSJ2926 | Lido: 
Arquivo: img_003486.jpg | Status: detection_failed | Esperado: PPZ5459 | Lido: 
Arquivo: img_003489.jpg | Status: detection_failed | Esperado: PPU6461 | Lido: 
Arquivo: img_003490.jpg | Status: incorrect | Esperado: MPP4198 | Lido: NPP4198
Arquivo: img_003497.jpg | Status: ocr_failed | Esperado: MRD2754 | Lido: 
Arquivo: img_003511.jpg | Status: incorrect | Esperado: GQS3698 | Lido: GOS3698
Arquivo: img_003538.jpg | Status: detection_failed | Esperado: OYK0882 | Lido: 
Arquivo: img_003533.jpg | Status: ocr_failed | Esperado: PPO5136 | Lido: 
Arquivo: img_003532.jpg | Status: incorrect | Esperado: ODM9838 | Lido: OOM9838
Arquivo: img_003545.jpg | Status: detection_failed | Esperado: ODI7421 | Lido: 
Arquivo: img_003537.jpg | Status: ocr_failed | Esperado: ODF1100 | Lido: ODFL100
Arquivo: img_003552.jpg | Status: detection_failed | Esperado: MTB4022 | Lido: 
Arquivo: img_003554.jpg | Status: detection_failed | Esperado: LQK5731 | Lido: 
Arquivo: img_003555.jpg | Status: detection_failed | Esperado: PPZ2695 | Lido: 
Arquivo: img_003543.jpg | Status: incorrect | Esperado: OYE7884 | Lido: DYE7884
Arquivo: img_003542.jpg | Status: incorrect | Esperado: ODQ6958 | Lido: OOQ6958
Arquivo: img_003546.jpg | Status: ocr_failed | Esperado: PPF7141 | Lido: PPE741
Arquivo: img_003566.jpg | Status: detection_failed | Esperado: MHG7583 | Lido: 
Arquivo: img_003553.jpg | Status: ocr_failed | Esperado: MTO4906 | Lido: 
Arquivo: img_003556.jpg | Status: ocr_failed | Esperado: ODK9096 | Lido: 
Arquivo: img_003569.jpg | Status: detection_failed | Esperado: MOR2356 | Lido: 
Arquivo: img_003561.jpg | Status: ocr_failed | Esperado: ODK0944 | Lido: 
Arquivo: img_003568.jpg | Status: ocr_failed | Esperado: KYE4676 | Lido: 
Arquivo: img_003571.jpg | Status: ocr_failed | Esperado: MPT6696 | Lido: 
Arquivo: img_003574.jpg | Status: incorrect | Esperado: ODC0003 | Lido: OLC0003
Arquivo: img_003588.jpg | Status: detection_failed | Esperado: MSW4228 | Lido: 
Arquivo: img_003589.jpg | Status: detection_failed | Esperado: MTM4050 | Lido: 
Arquivo: img_003578.jpg | Status: ocr_failed | Esperado: OVL6005 | Lido: HILUX
Arquivo: img_003581.jpg | Status: incorrect | Esperado: OYI6109 | Lido: DYI6I09
Arquivo: img_003595.jpg | Status: detection_failed | Esperado: ODQ6655 | Lido: 
Arquivo: img_003597.jpg | Status: detection_failed | Esperado: MTX4895 | Lido: 
Arquivo: img_003584.jpg | Status: incorrect | Esperado: KVG1425 | Lido: KYG1425
Arquivo: img_003587.jpg | Status: ocr_failed | Esperado: ODK3234 | Lido: 
Arquivo: img_003600.jpg | Status: detection_failed | Esperado: PXL5988 | Lido: 
Arquivo: img_003604.jpg | Status: detection_failed | Esperado: KWR7345 | Lido: 
Arquivo: img_003590.jpg | Status: ocr_failed | Esperado: PPY1420 | Lido: PPY420
Arquivo: img_003607.jpg | Status: detection_failed | Esperado: KWD7660 | Lido: 
Arquivo: img_003592.jpg | Status: incorrect | Esperado: ODM8539 | Lido: ODM8S39
Arquivo: img_003609.jpg | Status: detection_failed | Esperado: MTF1823 | Lido: 
Arquivo: img_003610.jpg | Status: detection_failed | Esperado: MQQ7117 | Lido: 
Arquivo: img_003611.jpg | Status: detection_failed | Esperado: DGA9115 | Lido: 
Arquivo: img_003612.jpg | Status: detection_failed | Esperado: MQV5881 | Lido: 
Arquivo: img_003613.jpg | Status: detection_failed | Esperado: ODL1997 | Lido: 
Arquivo: img_003615.jpg | Status: detection_failed | Esperado: EBA9320 | Lido: 
Arquivo: img_003616.jpg | Status: detection_failed | Esperado: MSY5841 | Lido: 
Arquivo: img_003617.jpg | Status: detection_failed | Esperado: KOX2814 | Lido: 
Arquivo: img_003620.jpg | Status: detection_failed | Esperado: MTS4169 | Lido: 
Arquivo: img_003621.jpg | Status: detection_failed | Esperado: ODP4300 | Lido: 
Arquivo: img_003622.jpg | Status: ocr_failed | Esperado: MRE8327 | Lido: 
Arquivo: img_003632.jpg | Status: incorrect | Esperado: HDR5451 | Lido: HOR5451
Arquivo: img_003640.jpg | Status: incorrect | Esperado: QNO5662 | Lido: ONO5662
Arquivo: img_003644.jpg | Status: ocr_failed | Esperado: PPH0682 | Lido: GUARAP
Arquivo: img_003655.jpg | Status: detection_failed | Esperado: OYI4952 | Lido: 
Arquivo: img_003650.jpg | Status: incorrect | Esperado: ODD7325 | Lido: OOO7325
Arquivo: img_003651.jpg | Status: incorrect | Esperado: OQJ2254 | Lido: OOJ2254
Arquivo: img_003660.jpg | Status: detection_failed | Esperado: MTA1883 | Lido: 
Arquivo: img_003661.jpg | Status: detection_failed | Esperado: KVD6643 | Lido: 
Arquivo: img_003652.jpg | Status: ocr_failed | Esperado: LSB4203 | Lido: SB4203
Arquivo: img_003667.jpg | Status: detection_failed | Esperado: PPR0808 | Lido: 
Arquivo: img_003676.jpg | Status: detection_failed | Esperado: MTT8575 | Lido: 
Arquivo: img_003678.jpg | Status: detection_failed | Esperado: ODS8457 | Lido: 
Arquivo: img_003681.jpg | Status: detection_failed | Esperado: QRC8128 | Lido: 
Arquivo: img_003671.jpg | Status: incorrect | Esperado: QOZ6776 | Lido: QOZ6T76
Arquivo: img_003672.jpg | Status: incorrect | Esperado: OYE7896 | Lido: DYE7896
Arquivo: img_003688.jpg | Status: detection_failed | Esperado: OYF8679 | Lido: 
Arquivo: img_003694.jpg | Status: detection_failed | Esperado: PXD5882 | Lido: 
Arquivo: img_003690.jpg | Status: ocr_failed | Esperado: PPL4836 | Lido: 
Arquivo: img_003703.jpg | Status: detection_failed | Esperado: PPU3769 | Lido: 
Arquivo: img_003706.jpg | Status: detection_failed | Esperado: JMI3822 | Lido: 
Arquivo: img_003714.jpg | Status: detection_failed | Esperado: MTB6924 | Lido: 
Arquivo: img_003715.jpg | Status: detection_failed | Esperado: MSG6917 | Lido: 
Arquivo: img_003709.jpg | Status: incorrect | Esperado: MQV5571 | Lido: MOV5571
Arquivo: img_003733.jpg | Status: detection_failed | Esperado: OVE5365 | Lido: 
Arquivo: img_003735.jpg | Status: detection_failed | Esperado: HMT9147 | Lido: 
Arquivo: img_003734.jpg | Status: incorrect | Esperado: KVW1516 | Lido: KYW1516
Arquivo: img_003748.jpg | Status: detection_failed | Esperado: ODN1777 | Lido: 
Arquivo: img_003752.jpg | Status: detection_failed | Esperado: MSY6522 | Lido: 
Arquivo: img_003751.jpg | Status: detection_failed | Esperado: MSY2288 | Lido: 
Arquivo: img_003754.jpg | Status: detection_failed | Esperado: MTV8795 | Lido: 
Arquivo: img_003755.jpg | Status: detection_failed | Esperado: OVH1694 | Lido: 
Arquivo: img_003758.jpg | Status: detection_failed | Esperado: ODL6484 | Lido: 
Arquivo: img_003742.jpg | Status: ocr_failed | Esperado: HNM8279 | Lido: 
Arquivo: img_003759.jpg | Status: detection_failed | Esperado: QQY3281 | Lido: 
Arquivo: img_003749.jpg | Status: incorrect | Esperado: PPA9918 | Lido: PPA3918
Arquivo: img_003766.jpg | Status: detection_failed | Esperado: LUH3760 | Lido: 
Arquivo: img_003769.jpg | Status: detection_failed | Esperado: MRR2523 | Lido: 
Arquivo: img_003770.jpg | Status: detection_failed | Esperado: MPI6793 | Lido: 
Arquivo: img_003764.jpg | Status: incorrect | Esperado: QUF5789 | Lido: QUF5T89
Arquivo: img_003776.jpg | Status: detection_failed | Esperado: OSS4409 | Lido: 
Arquivo: img_003778.jpg | Status: detection_failed | Esperado: LQH9876 | Lido: 
Arquivo: img_003780.jpg | Status: detection_failed | Esperado: MTT8575 | Lido: 
Arquivo: img_003781.jpg | Status: detection_failed | Esperado: KYR2071 | Lido: 
Arquivo: img_003782.jpg | Status: detection_failed | Esperado: MSU6045 | Lido: 
Arquivo: img_003773.jpg | Status: incorrect | Esperado: MTD5777 | Lido: MTD5T77
Arquivo: img_003790.jpg | Status: detection_failed | Esperado: OKJ0979 | Lido: 
Arquivo: img_003777.jpg | Status: ocr_failed | Esperado: IUE7829 | Lido: 
Arquivo: img_003779.jpg | Status: ocr_failed | Esperado: PPM3006 | Lido: PP3006
Arquivo: img_003787.jpg | Status: ocr_failed | Esperado: MQM8267 | Lido: 
Arquivo: img_003796.jpg | Status: detection_failed | Esperado: PPY3354 | Lido: 
Arquivo: img_003798.jpg | Status: detection_failed | Esperado: KVI5131 | Lido: 
Arquivo: img_003800.jpg | Status: detection_failed | Esperado: PPD1667 | Lido: 
Arquivo: img_003806.jpg | Status: detection_failed | Esperado: MQB3076 | Lido: 
Arquivo: img_003793.jpg | Status: ocr_failed | Esperado: HGQ8164 | Lido: MARCOPO
Arquivo: img_003799.jpg | Status: incorrect | Esperado: MPR6555 | Lido: MPB6555
Arquivo: img_003824.jpg | Status: ocr_failed | Esperado: LQP3298 | Lido: HILUX
Arquivo: img_003828.jpg | Status: ocr_failed | Esperado: PLG8011 | Lido: 
Arquivo: img_003826.jpg | Status: ocr_failed | Esperado: PPH0682 | Lido: GUARAP
Arquivo: img_003848.jpg | Status: detection_failed | Esperado: PPB7254 | Lido: 
Arquivo: img_003841.jpg | Status: ocr_failed | Esperado: PPA3984 | Lido: 
Arquivo: img_003839.jpg | Status: incorrect | Esperado: ODP6379 | Lido: OOP6379
Arquivo: img_003866.jpg | Status: detection_failed | Esperado: HJA9003 | Lido: 
Arquivo: img_003869.jpg | Status: detection_failed | Esperado: LOS0333 | Lido: 
Arquivo: img_003871.jpg | Status: detection_failed | Esperado: PPW3271 | Lido: 
Arquivo: img_003863.jpg | Status: ocr_failed | Esperado: ODH6111 | Lido: ODH611
Arquivo: img_003867.jpg | Status: ocr_failed | Esperado: OYH7658 | Lido: DYH765
Arquivo: img_003881.jpg | Status: detection_failed | Esperado: OQF9803 | Lido: 
Arquivo: img_003883.jpg | Status: detection_failed | Esperado: OOX5557 | Lido: 
Arquivo: img_003875.jpg | Status: incorrect | Esperado: HDB9245 | Lido: HOB9245
Arquivo: img_003876.jpg | Status: incorrect | Esperado: MQN7966 | Lido: MON7964
Arquivo: img_003880.jpg | Status: incorrect | Esperado: MQG0481 | Lido: NQG0481
Arquivo: img_003891.jpg | Status: detection_failed | Esperado: MTX2278 | Lido: 
Arquivo: img_003894.jpg | Status: detection_failed | Esperado: MTC9253 | Lido: 
Arquivo: img_003897.jpg | Status: detection_failed | Esperado: HEJ3855 | Lido: 
Arquivo: img_003898.jpg | Status: detection_failed | Esperado: KVS9534 | Lido: 
Arquivo: img_003888.jpg | Status: incorrect | Esperado: ODI4419 | Lido: OOI4419
Arquivo: img_003889.jpg | Status: incorrect | Esperado: MQO1197 | Lido: MOO1197
Arquivo: img_003895.jpg | Status: ocr_failed | Esperado: PVY2016 | Lido: 
Arquivo: img_003892.jpg | Status: ocr_failed | Esperado: ODE8151 | Lido: ODE815
Arquivo: img_003905.jpg | Status: detection_failed | Esperado: PWD8817 | Lido: 
Arquivo: img_003896.jpg | Status: ocr_failed | Esperado: MPL3243 | Lido: PL3243
Arquivo: img_003914.jpg | Status: detection_failed | Esperado: MTI4098 | Lido: 
Arquivo: img_003902.jpg | Status: ocr_failed | Esperado: OZN3816 | Lido: MARCOPO
Arquivo: img_003904.jpg | Status: incorrect | Esperado: OVO1820 | Lido: DVO1820
Arquivo: img_003918.jpg | Status: detection_failed | Esperado: QQS1833 | Lido: 
Arquivo: img_003912.jpg | Status: ocr_failed | Esperado: OVL7699 | Lido: 
Arquivo: img_003915.jpg | Status: ocr_failed | Esperado: ODJ8751 | Lido: 
Arquivo: img_003920.jpg | Status: ocr_failed | Esperado: LOL1575 | Lido: 
Arquivo: img_003928.jpg | Status: incorrect | Esperado: MTT5916 | Lido: MTT5915
Arquivo: img_003933.jpg | Status: ocr_failed | Esperado: PPW2262 | Lido: 
Arquivo: img_003931.jpg | Status: incorrect | Esperado: OYK5541 | Lido: QYK5541
Arquivo: img_003944.jpg | Status: detection_failed | Esperado: MQS8030 | Lido: 
Arquivo: img_003952.jpg | Status: detection_failed | Esperado: ODR4806 | Lido: 
Arquivo: img_003948.jpg | Status: incorrect | Esperado: OYK3724 | Lido: GYK3724
Arquivo: img_003961.jpg | Status: detection_failed | Esperado: QRB9435 | Lido: 
Arquivo: img_003955.jpg | Status: ocr_failed | Esperado: ODA1127 | Lido: BOCLELLNOA127
Arquivo: img_003965.jpg | Status: ocr_failed | Esperado: PXH8632 | Lido: XH8632
Arquivo: img_003977.jpg | Status: detection_failed | Esperado: MTI4428 | Lido: 
Arquivo: img_003970.jpg | Status: ocr_failed | Esperado: PPN6498 | Lido: 
Arquivo: img_003972.jpg | Status: incorrect | Esperado: ODS3923 | Lido: OOS3923
Arquivo: img_003981.jpg | Status: incorrect | Esperado: QRC9718 | Lido: ORC9T18
Arquivo: img_003983.jpg | Status: incorrect | Esperado: ODQ8681 | Lido: OOO8681
Arquivo: img_003997.jpg | Status: detection_failed | Esperado: KVI4844 | Lido: 
Arquivo: img_003991.jpg | Status: incorrect | Esperado: NXL8285 | Lido: NXL8205
Arquivo: img_004005.jpg | Status: detection_failed | Esperado: MSW1316 | Lido: 
Arquivo: img_003996.jpg | Status: ocr_failed | Esperado: MTU9456 | Lido: TU9456
Arquivo: img_003993.jpg | Status: incorrect | Esperado: QPR0978 | Lido: OPR0G78
Arquivo: img_003998.jpg | Status: incorrect | Esperado: MQL4969 | Lido: MOL4969
Arquivo: img_003999.jpg | Status: incorrect | Esperado: PPD1718 | Lido: PPD1218
Arquivo: img_004001.jpg | Status: incorrect | Esperado: ODR2164 | Lido: OOR2164
Arquivo: img_004013.jpg | Status: detection_failed | Esperado: OYG5394 | Lido: 
Arquivo: img_004015.jpg | Status: detection_failed | Esperado: PPL7538 | Lido: 
Arquivo: img_004021.jpg | Status: detection_failed | Esperado: LKW3018 | Lido: 
Arquivo: img_004009.jpg | Status: ocr_failed | Esperado: QUZ5267 | Lido: UZ5267
Arquivo: img_004029.jpg | Status: detection_failed | Esperado: OQL2458 | Lido: 
Arquivo: img_004019.jpg | Status: incorrect | Esperado: MQF4179 | Lido: MOF4I79
Arquivo: img_004032.jpg | Status: detection_failed | Esperado: PPR6922 | Lido: 
Arquivo: img_004045.jpg | Status: detection_failed | Esperado: ODF8239 | Lido: 
Arquivo: img_004040.jpg | Status: ocr_failed | Esperado: PPN9051 | Lido: PPN905
Arquivo: img_004042.jpg | Status: ocr_failed | Esperado: PPH6309 | Lido: 
Arquivo: img_004039.jpg | Status: incorrect | Esperado: KQL7148 | Lido: KOL7148
Arquivo: img_004044.jpg | Status: ocr_failed | Esperado: PPL7391 | Lido: 
Arquivo: img_004049.jpg | Status: incorrect | Esperado: ODI0246 | Lido: OOI0246
Arquivo: img_004051.jpg | Status: ocr_failed | Esperado: OVE3767 | Lido: OVE376
Arquivo: img_004061.jpg | Status: detection_failed | Esperado: MTD2910 | Lido: 
Arquivo: img_004065.jpg | Status: detection_failed | Esperado: OVH0611 | Lido: 
Arquivo: img_004063.jpg | Status: ocr_failed | Esperado: MSY1984 | Lido: MSYAI984
Arquivo: img_004066.jpg | Status: incorrect | Esperado: PPQ7885 | Lido: PPO7885
Arquivo: img_004104.jpg | Status: detection_failed | Esperado: ODQ3176 | Lido: 
Arquivo: img_004108.jpg | Status: detection_failed | Esperado: PPE2584 | Lido: 
Arquivo: img_004111.jpg | Status: detection_failed | Esperado: MTP3636 | Lido: 
Arquivo: img_004099.jpg | Status: ocr_failed | Esperado: ODF2480 | Lido: 
Arquivo: img_004115.jpg | Status: detection_failed | Esperado: OCV0179 | Lido: 
Arquivo: img_004117.jpg | Status: detection_failed | Esperado: PPS4485 | Lido: 
Arquivo: img_004106.jpg | Status: ocr_failed | Esperado: MTQ2864 | Lido: 
Arquivo: img_004109.jpg | Status: ocr_failed | Esperado: MTC5918 | Lido: 
Arquivo: img_004120.jpg | Status: detection_failed | Esperado: MSE9837 | Lido: 
Arquivo: img_004102.jpg | Status: incorrect | Esperado: MQG0481 | Lido: MOG0481
Arquivo: img_004123.jpg | Status: detection_failed | Esperado: ODJ9872 | Lido: 
Arquivo: img_004125.jpg | Status: detection_failed | Esperado: ODS9035 | Lido: 
Arquivo: img_004131.jpg | Status: detection_failed | Esperado: ODF0494 | Lido: 
Arquivo: img_004119.jpg | Status: ocr_failed | Esperado: PPQ9663 | Lido: 
Arquivo: img_004127.jpg | Status: ocr_failed | Esperado: ODI2320 | Lido: 
Arquivo: img_004137.jpg | Status: detection_failed | Esperado: DQC8568 | Lido: 
Arquivo: img_004130.jpg | Status: incorrect | Esperado: OMA0283 | Lido: JMA0283
Arquivo: img_004143.jpg | Status: detection_failed | Esperado: MRP7201 | Lido: 
Arquivo: img_004144.jpg | Status: detection_failed | Esperado: MQI8528 | Lido: 
Arquivo: img_004132.jpg | Status: ocr_failed | Esperado: PPB6700 | Lido: PPBF700
Arquivo: img_004147.jpg | Status: detection_failed | Esperado: KVS9534 | Lido: 
Arquivo: img_004140.jpg | Status: incorrect | Esperado: PPZ2988 | Lido: PPZ2G88
Arquivo: img_004154.jpg | Status: detection_failed | Esperado: FMW0839 | Lido: 
Arquivo: img_004155.jpg | Status: detection_failed | Esperado: MTL0940 | Lido: 
